platform	source	reason
fc	Sanrio Cup - Pon Pon Volley (Japan).zip	unmatched ROM
fc	Sansuu 3 Nen - Keisan Game (Japan).zip	unmatched ROM
fc	Satomi Hakkenden (Japan).zip	unmatched ROM
fc	Satsui no Kaisou - Soft House Renzoku Satsujin Jiken (Japan).zip	unmatched ROM
fc	Seikima II - Akuma no Gyakushuu! (Japan).zip	unmatched ROM
fc	Shanghai II (Japan).zip	unmatched ROM
fc	Shikinjou (Japan).zip	unmatched ROM
fc	Shin Jinrui - The New Type (Japan).zip	unmatched ROM
fc	Shinsenden (Japan).zip	unmatched ROM
fc	Shogun (Japan).zip	unmatched ROM
fc	Shounen Ashibe - Nepal Daibouken no Maki (Japan).zip	unmatched ROM
fc	Shuffle Fight (Japan).zip	unmatched ROM
fc	Silva Saga (Japan).zip	unmatched ROM
fc	Sky Destroyer (Japan).zip	unmatched ROM
fc	Sky Kid (Japan) (En).zip	unmatched ROM
fc	Soccer (Japan, USA) (En).zip	unmatched ROM
fc	Son Son (Japan) (En).zip	unmatched ROM
fc	Soreike! Anpanman - Minna de Hiking Game! (Japan).zip	unmatched ROM
fc	Space Harrier (Japan).zip	unmatched ROM
fc	Space Hunter (Japan).zip	unmatched ROM
fc	Spartan X (Japan) (En).zip	unmatched ROM
fc	Spelunker 2 - Yuusha heno Chousen (Japan).zip	unmatched ROM
fc	Splatterhouse - Wanpaku Graffiti (Japan).zip	unmatched ROM
fc	Star Force (Japan).zip	unmatched ROM
fc	Star Luster (Japan).zip	unmatched ROM
fc	Star Wars - The Empire Strikes Back (Japan).zip	unmatched ROM
fc	Stick Hunter - Exciting Ice Hockey (Japan).zip	unmatched ROM
fc	Sukeban Deka 3 (Japan).zip	unmatched ROM
fc	Summer Carnival '92 - Recca (Japan) (En).zip	unmatched ROM
fc	Super Arabian (Japan) (En).zip	unmatched ROM
fc	Super Chinese (Japan).zip	unmatched ROM
fc	Super Dyna'mix Badminton (Japan).zip	unmatched ROM
fc	Super Mario Bros. (Japan).zip	unmatched ROM
fc	Super Mogura Tataki!! - Pokkun Moguraa (Japan).zip	unmatched ROM
fc	Super Pitfall (Japan).zip	unmatched ROM
fc	TM Network - Live in Power Bowl (Japan).zip	unmatched ROM
fc	Tag Team Pro-Wrestling (Japan).zip	unmatched ROM
fc	Taito Chase H.Q. (Japan).zip	unmatched ROM
fc	Taiyou no Shinden (Japan).zip	unmatched ROM
fc	Taiyou no Yuusha - Fighbird (Japan).zip	unmatched ROM
fc	Taiyou no Yuusha Firebird (Japan).zip	unmatched ROM
fc	Takahashi Meijin no Bouken-jima IV (Japan).zip	unmatched ROM
fc	Tanigawa Kouji no Shougi Shinan II (Japan).zip	unmatched ROM
fc	Tanigawa Kouji no Shougi Shinan III (Japan).zip	unmatched ROM
fc	Tantei Jinguuji Saburou - Toki no Sugiyuku Mama ni (Japan).zip	unmatched ROM
fc	Tao (Japan).zip	unmatched ROM
fc	Tashiro Masashi no Princess ga Ippai (Japan).zip	unmatched ROM
fc	Tatakae! Chou Robot Seimeitai Transformers - Convoy no Nazo (Japan).zip	unmatched ROM
fc	Tatakae!! Rahmen Man - Sakuretsu Choujin 102 Gei (Japan).zip	unmatched ROM
fc	Tatakai no Banka (Japan).zip	unmatched ROM
fc	Tenchi o Kurau (Japan).zip	unmatched ROM
fc	Tenchi wo Kurau II - Shokatsu Koumei Den (Japan).zip	unmatched ROM
fc	Terra Cresta (Japan).zip	unmatched ROM
fc	Tetris 2 + Bombliss (Japan) (En) (Rev 1).zip	unmatched ROM
fc	Tetsudou Ou - Famicom Boardgame (Japan).zip	unmatched ROM
fc	Tetsuwan Atom (Japan).zip	unmatched ROM
fc	Thexder (Japan) (En).zip	unmatched ROM
fc	Times of Lore (Japan).zip	unmatched ROM
fc	Tiny Toon Adventures (Japan).zip	unmatched ROM
fc	Tiny Toon Adventures 2 - Montana Land e Youkoso (Japan).zip	unmatched ROM
fc	Titan (Japan).zip	unmatched ROM
fc	Toki no Tabibito - Time Stranger (Japan).zip	unmatched ROM
fc	Tokoro-san no Mamoru mo Semeru mo (Japan).zip	unmatched ROM
fc	Tom & Jerry (Japan).zip	unmatched ROM
fc	Tom Sawyer no Bouken (Japan).zip	unmatched ROM
fc	Top Striker (Japan).zip	unmatched ROM
fc	Totsuzen! Macchoman (Japan).zip	unmatched ROM
fc	Twin Eagle (Japan) (En).zip	unmatched ROM
fc	USA Ice Hockey in FC (Japan).zip	unmatched ROM
fc	Ultima - Kyoufu no Exodus (Japan).zip	unmatched ROM
fc	Ultima - Seija e no Michi (Japan).zip	unmatched ROM
fc	Ultraman Club - Supokon Fight! (Japan) (Datach).zip	unmatched ROM
fc	Ultraman Club 2 - Kaettekita Ultraman Club (Japan).zip	unmatched ROM
fc	Ultraman Club 3 - Matamata Shutsugeki!! Ultra Kyoudai (Japan).zip	unmatched ROM
fc	Ushio to Tora - Shinen no Taiyou (Japan).zip	unmatched ROM
fc	Utsurun Desu. - Kawauso Hawaii e Iku (Japan).zip	unmatched ROM
fc	Vegas Connection - Casino kara Ai o Komete (Japan).zip	unmatched ROM
fc	Venus Senki - Back the City (Japan).zip	unmatched ROM
fc	Viva! Las Vegas (Japan).zip	unmatched ROM
fc	Volguard II (Japan) (En).zip	unmatched ROM
fc	Volleyball (Japan) (FamicomBox).zip	unmatched ROM
fc	Wagyan Land 2 (Japan).zip	unmatched ROM
fc	Wai Wai World 2 - SOS!! Parsley Jou (Japan).zip	unmatched ROM
fc	Wanpaku Kokkun no Gourmet World (Japan).zip	unmatched ROM
fc	Warpman (Japan) (En).zip	unmatched ROM
fc	White Lion Densetsu - Pyramid no Kanata ni (Japan).zip	unmatched ROM
fc	Wily & Right no Rockboard - That's Paradise (Japan).zip	unmatched ROM
fc	Wizardry (Japan).zip	unmatched ROM
fc	Wizardry - Legacy of Llylgamyn (Japan).zip	unmatched ROM
fc	Woody Poko (Japan).zip	unmatched ROM
fc	World Grand-Prix - Pole to Finish (Japan).zip	unmatched ROM
fc	Xevious (Japan) (En).zip	unmatched ROM
fc	Yamamura Misa Suspense Series - Kyoto Zai-Tech Satsujin Jiken (Japan).zip	unmatched ROM
fc	Yie Ar Kung-Fu (Japan) (En) (Rev 1.4).zip	unmatched ROM
fc	Youkai Club (Japan).zip	unmatched ROM
fc	Yousei Monogatari - Rod Land (Japan).zip	unmatched ROM
fc	Yu Yu Hakusho - Bakutou Ankoku Bujutsukai (Japan) (Datach).zip	unmatched ROM
fc	Zoids 2 - Zenebas no Gyakushuu (Japan).zip	unmatched ROM
gb	Booby Boys (Japan).zip	unmatched ROM
gb	Duel Masters (Japan).zip	unmatched ROM
gb	Famicom Mini 01 - Super Mario Bros. (Japan) (En) (Rev 1).zip	unmatched ROM
gb	Famicom Mini 02 - Donkey Kong (Japan) (En).zip	unmatched ROM
gb	Famicom Mini 03 - Ice Climber (Japan) (En).zip	unmatched ROM
gb	Famicom Mini 05 - Zelda no Densetsu 1 - The Hyrule Fantasy (Japan).zip	unmatched ROM
gb	Famicom Mini 06 - Pac-Man (Japan) (En).zip	unmatched ROM
gb	Famicom Mini 07 - Xevious (Japan) (En).zip	unmatched ROM
gb	Famicom Mini 08 - Mappy (Japan) (En).zip	unmatched ROM
gb	Famicom Mini 09 - Bomberman (Japan) (En).zip	unmatched ROM
gb	Famicom Mini 10 - Star Soldier (Japan) (En).zip	unmatched ROM
gb	Famicom Mini 12 - Clu Clu Land (Japan).zip	unmatched ROM
gb	Famicom Mini 13 - Balloon Fight (Japan).zip	unmatched ROM
gb	Famicom Mini 15 - Dr. Mario (Japan).zip	unmatched ROM
gb	Famicom Mini 16 - Dig Dug (Japan).zip	unmatched ROM
gb	Famicom Mini 17 - Takahashi Meijin no Bouken-jima (Japan).zip	unmatched ROM
gb	Famicom Mini 21 - Super Mario Bros. 2 (Japan).zip	unmatched ROM
gb	Famicom Mini 29 - Akumajou Dracula (Japan).zip	unmatched ROM
gb	Famicom Mini 30 - SD Gundam World - Gachapon Senshi Scramble Wars (Japan).zip	unmatched ROM
gb	Game Boy Controller Kensa Cartridge (Japan).zip	unmatched ROM
gb	Ikari no Yousai 2 (Japan).zip	unmatched ROM
gb	Kaeru no Tame ni Kane wa Naru (Japan).zip	unmatched ROM
gb	Kinniku Banzuke - Kimero! Kiseki no Kanzen Seiha (Japan).zip	unmatched ROM
gb	Mother 3 (Japan) (Virtual Console).zip	unmatched ROM
gb	Peke to Poko no Daruman Busters (Japan).zip	unmatched ROM
gb	Penta Dragon (Japan).zip	unmatched ROM
gb	SD Hiryuu no Ken Gaiden 2 (Japan) (SGB Enhanced).zip	unmatched ROM
gba	Bomberman Story (Japan).zip	unmatched ROM
gba	Breath of Fire - Ryuu no Senshi (Japan).zip	unmatched ROM
gba	Digimon Racing (Japan).zip	unmatched ROM
gba	Doraemon - Midori no Wakusei Dokidoki Daikyuushutsu! (Japan).zip	unmatched ROM
gba	Dragon Ball Z - The Legacy of Goku II International (Japan).zip	unmatched ROM
gba	Duel Masters (Japan).zip	unmatched ROM
gba	Famicom Mini 01 - Super Mario Bros. (Japan) (En) (Rev 1).zip	unmatched ROM
gba	Famicom Mini 02 - Donkey Kong (Japan) (En).zip	unmatched ROM
gba	Famicom Mini 03 - Ice Climber (Japan) (En).zip	unmatched ROM
gba	Famicom Mini 05 - Zelda no Densetsu 1 - The Hyrule Fantasy (Japan).zip	unmatched ROM
gba	Famicom Mini 06 - Pac-Man (Japan) (En).zip	unmatched ROM
gba	Famicom Mini 07 - Xevious (Japan) (En).zip	unmatched ROM
gba	Famicom Mini 08 - Mappy (Japan) (En).zip	unmatched ROM
gba	Famicom Mini 09 - Bomberman (Japan) (En).zip	unmatched ROM
gba	Famicom Mini 10 - Star Soldier (Japan) (En).zip	unmatched ROM
gba	Famicom Mini 12 - Clu Clu Land (Japan).zip	unmatched ROM
gba	Famicom Mini 13 - Balloon Fight (Japan).zip	unmatched ROM
gba	Famicom Mini 15 - Dr. Mario (Japan).zip	unmatched ROM
gba	Famicom Mini 16 - Dig Dug (Japan).zip	unmatched ROM
gba	Famicom Mini 17 - Takahashi Meijin no Bouken-jima (Japan).zip	unmatched ROM
gba	Famicom Mini 21 - Super Mario Bros. 2 (Japan).zip	unmatched ROM
gba	Famicom Mini 29 - Akumajou Dracula (Japan).zip	unmatched ROM
gba	Famicom Mini 30 - SD Gundam World - Gachapon Senshi Scramble Wars (Japan).zip	unmatched ROM
gba	Famista Advance (Japan).zip	unmatched ROM
gba	Final Fantasy Tactics Advance (Japan).zip	unmatched ROM
gba	Fushigi no Kuni no Alice (Japan).zip	unmatched ROM
gba	Hamtaro - Ham-Ham Games (Japan, USA) (En,Ja).zip	unmatched ROM
gba	Kinniku Banzuke - Kimero! Kiseki no Kanzen Seiha (Japan).zip	unmatched ROM
gba	Klonoa Heroes - Densetsu no Star Medal (Japan).zip	unmatched ROM
gba	Lunar Legend (Japan).zip	unmatched ROM
gba	Metroid - Zero Mission (Japan).zip	unmatched ROM
gba	Metroid Fusion (Japan).zip	unmatched ROM
gba	Mother 3 (Japan) (Virtual Console).zip	unmatched ROM
gba	Naruto - Konoha Senki (Japan).zip	unmatched ROM
gba	Power Pro Kun Pocket 4 (Japan) (Rev 1).zip	unmatched ROM
gba	Recca no Honoo - The Game (Japan).zip	unmatched ROM
gba	Rockman EXE 4.5 - Real Operation (Japan).zip	unmatched ROM
gba	SD Gundam Force (Japan) (En).zip	unmatched ROM
gba	Tales of Phantasia (Japan).zip	unmatched ROM
gba	Yu-Gi-Oh! - Dungeon Dice Monsters (Japan).zip	unmatched ROM
pce	- Counter Attack (Japan).zip	unmatched ROM
pce	[BIOS] CD-ROM System (Japan) (v1.0).pce	unmatched ROM
pce	[BIOS] Games Express CD Card (Japan).pce	unmatched ROM
pce	[BIOS] Super CD-ROM System (Japan) (v3.0).pce	unmatched ROM
pce	syscard3.pce	unmatched ROM
pce	Aldynes - The Misson Code for Rage Crisis (Japan).zip	unmatched ROM
pce	Dai Makai-Mura.zip	unmatched ROM
pce	Daimakaimura (Japan).zip	unmatched ROM
pce	Flying Trooper X-SERD Hisou Kihei (Japan) T+Eng v1 Nebulous.zip	unmatched ROM
pce	Gomola Speed (Japan) (En).zip	unmatched ROM
pce	Madou King Granzort (Japan).zip	unmatched ROM
pce	Youkai Douchuuki (Japan).zip	unmatched ROM
ps1	scph5501.bin	unmatched ROM
ps1	Addie no Okurimono - To Moze from Addie (Japan).chd	unmatched ROM
ps1	Aquanaut no Kyuujitsu (Japan).chd	unmatched ROM
ps1	Aquanaut no Kyuujitsu 2 (Japan).chd	unmatched ROM
ps1	Asonde AIUEO (Japan).chd	unmatched ROM
ps1	Bishi Bashi Special 3 - Step Champ (Japan).chd	unmatched ROM
ps1	Bokujou Monogatari - Harvest Moon (Japan).chd	unmatched ROM
ps1	Brightis (Japan).chd	unmatched ROM
ps1	CG Mukashi Banashi - Jiisan 2-do Bikkuri!! (Japan).chd	unmatched ROM
ps1	Chippoke Ralph no Daibouken - The Adventure of Little Ralph (Japan).chd	unmatched ROM
ps1	Classic Road (Japan).chd	unmatched ROM
ps1	Clock Tower - The First Fear (Japan).chd	unmatched ROM
ps1	Conveni Special, The - Mitsu no Sekai o Dokusen seyo (Japan).chd	unmatched ROM
ps1	Cotton 100% (Japan).chd	unmatched ROM
ps1	Cowboy Bebop (Japan).chd	unmatched ROM
ps1	Crash Bandicoot Racing (Japan).chd	unmatched ROM
ps1	Crazy Climber 2000 (Japan).chd	unmatched ROM
ps1	Daibouken Deluxe - Haruka naru Umi (Japan).chd	unmatched ROM
ps1	Daikoukai Jidai Gaiden (Japan).chd	unmatched ROM
ps1	Daikoukai Jidai II (Japan).chd	unmatched ROM
ps1	Daisenryaku - Player's Spirit (Japan).chd	unmatched ROM
ps1	Dice de Chocobo (Japan).chd	unmatched ROM
ps1	Digital Ehon Vol. 2 - Imadoki no Kaguya-hime (Japan).chd	unmatched ROM
ps1	Digital Ehon Vol. 3 - Imadoki no Saru Kani (Japan).chd	unmatched ROM
ps1	Digital Ehon Vol. 4 - Imadoki no Hanasaka Jiisan (Japan).chd	unmatched ROM
ps1	Digital Ehon Vol. 5 - Imadoki no Urashima-tarou (Japan).chd	unmatched ROM
ps1	Dokapon! Ikari no Tekken (Japan).chd	unmatched ROM
ps1	Dragon Ball Z - Idainaru Dragon Ball Densetsu (Japan).chd	unmatched ROM
ps1	Dragon Money (Japan).chd	unmatched ROM
ps1	Druid - Yami e no Tsuisekisha (Japan).chd	unmatched ROM
ps1	Elder Gate (Japan).chd	unmatched ROM
ps1	Gaia Seed - Project Seed Trap (Japan).chd	unmatched ROM
ps1	Gallop Racer (Japan).chd	unmatched ROM
ps1	Gallop Racer 2000 (Japan).chd	unmatched ROM
ps1	Gallop Racer 3 (Japan).chd	unmatched ROM
ps1	Game de Hajimeru TOEIC Test - Mazu wa Nyuumon-hen 1500 (Japan).chd	unmatched ROM
ps1	Genghis Khan - Aoki Ookami to Shiroki Mejika IV (Japan).chd	unmatched ROM
ps1	Gotouchi Hello Kitty Sugoroku Monogatari (Japan).chd	unmatched ROM
ps1	Gunbalina (Japan).chd	unmatched ROM
ps1	Hokuto no Ken - Seikimatsu Kyuuseishu Densetsu (Japan).chd	unmatched ROM
ps1	Honkaku Hanafuda (Japan).chd	unmatched ROM
ps1	Hyper Olympic in Atlanta (Japan).chd	unmatched ROM
ps1	Jouki Kikansha Unten Simulation - SL de Ikou! II (Japan).chd	unmatched ROM
ps1	Kids Station - Crayon Shin-chan - Ora to Omoide Tsukuru zo! (Japan).chd	unmatched ROM
ps1	Kids Station - Hello Kitty no Ouchi e Oide yo! (Japan).chd	unmatched ROM
ps1	Kinniku Banzuke - Road to Sasuke (Japan).chd	unmatched ROM
ps1	Kouryuu Sangoku Engi (Japan).chd	unmatched ROM
ps1	Kowloon-jou (Japan).chd	unmatched ROM
ps1	Kuru Kuru Cube (Japan).chd	unmatched ROM
ps1	Libero Grande 2 (Japan).chd	unmatched ROM
ps1	Medarot R (Japan).chd	unmatched ROM
ps1	Metamor Panic - Doki Doki Youma Busters!! (Japan).chd	unmatched ROM
ps1	Mini-Moni. Dice de Pyon! (Japan).chd	unmatched ROM
ps1	Missland 2 (Japan).chd	unmatched ROM
ps1	Mr. Prospector - Horiate-kun (Japan).chd	unmatched ROM
ps1	Naniwa no Akindo - Futte Nanbo no Saikoro Jinsei (Japan).chd	unmatched ROM
ps1	Nice Price Series Vol. 04 - Billiard King (Japan).chd	unmatched ROM
ps1	Nice Price Series Vol. 07 - World Tournament Bowling (Japan).chd	unmatched ROM
ps1	Nice Price Series Vol. 08 - Elemental Pinball (Japan).chd	unmatched ROM
ps1	Nichibutsu Arcade Classics (Japan).chd	unmatched ROM
ps1	Panekit - Infinitive Crafting Toy Case (Japan).chd	unmatched ROM
ps1	Pastel Muses (Japan).chd	unmatched ROM
ps1	Pikiinya! Excellent (Japan).chd	unmatched ROM
ps1	Play de Oboeru Series 7 - Play de Oboeru TOEIC Test - Goku Deruderu 1700 (Japan).chd	unmatched ROM
ps1	PlayStadium (Japan).chd	unmatched ROM
ps1	Pocket MuuMuu (Japan).chd	unmatched ROM
ps1	Pokeler DX - Pink (Japan).chd	unmatched ROM
ps1	Prismaticallization (Japan).chd	unmatched ROM
ps1	Restaurant Dream (Japan).chd	unmatched ROM
ps1	Riot Stars (Japan).chd	unmatched ROM
ps1	Shin Fortune Quest - Shokutaku no Kishi-tachi (Japan).chd	unmatched ROM
ps1	Sid Meier's Civilization - Shin Sekai Shichidai Bunmei (Japan).chd	unmatched ROM
ps1	Sno Pokeler (Japan).chd	unmatched ROM
ps1	Soukyu Gurentai - Oubushustugeki (Japan).chd	unmatched ROM
ps1	Soulmaster (Japan).chd	unmatched ROM
ps1	Study Quest - Keisanjima no Daibouken (Japan).chd	unmatched ROM
ps1	Super Price Series - Block & Switch (Japan).chd	unmatched ROM
ps1	Super Robot Taisen Alpha (Japan).chd	unmatched ROM
ps1	SuperLite 1500 Series - Battle Qix (Japan).chd	unmatched ROM
ps1	SuperLite 1500 Series - Burn Out (Japan).chd	unmatched ROM
ps1	SuperLite 1500 Series - Carnage Heart (Japan).chd	unmatched ROM
ps1	SuperLite 1500 Series - Suudoku (Japan).chd	unmatched ROM
ps1	SuperLite 1500 Series - Uno (Japan).chd	unmatched ROM
ps1	Two-Tenkaku (Japan).chd	unmatched ROM
ps1	Wolkenkratzer - Shinpan no Tou (Japan).chd	unmatched ROM
ps1	World Never Island (Japan).chd	unmatched ROM
ps1	World Neverland - Olerud Oukoku Monogatari (Japan).chd	unmatched ROM
ps1	X2 - No Relief (Japan).chd	unmatched ROM
ps1	Yoshimoto Muchicco Dai-kessen - Minami no Umi no Gorongo-tou (Japan).chd	unmatched ROM
ps1	Yu-Gi-Oh! Monster Capsule Breed & Battle (Japan).chd	unmatched ROM
ps1	Zera-chan Puzzle - Pitatto Pair (Japan).chd	unmatched ROM
sfc	Acrobat Mission (Japan) (En).zip	unmatched ROM
sfc	Aero Fighters (USA).zip	unmatched ROM
sfc	Amazing Spider-Man, The - Lethal Foes (Japan).zip	unmatched ROM
sfc	Appleseed - Prometheus no Shintaku (Japan).zip	unmatched ROM
sfc	Arcus Spirits (Japan).zip	unmatched ROM
sfc	Aretha (Japan).zip	unmatched ROM
sfc	Axelay (Japan).zip	unmatched ROM
sfc	Bahamut Lagoon (Japan).zip	unmatched ROM
sfc	Battle Robot Retsuden (Japan).zip	unmatched ROM
sfc	Battle Submarine (Japan).zip	unmatched ROM
sfc	Battle Tycoon - Flash Hiders SFX (Japan) (Rev 1).zip	unmatched ROM
sfc	Bishoujo Senshi Sailor Moon Sailor Stars - Fuwafuwa Panic 2 (Japan).zip	unmatched ROM
sfc	Bomberman B-Daman (Japan).zip	unmatched ROM
sfc	Chrono Trigger (Japan).zip	unmatched ROM
sfc	Crayon Shin-chan - Nagagutsu Dobon!! (Japan).zip	unmatched ROM
sfc	Cyborg 009 (Japan).zip	unmatched ROM
sfc	Dark Half (Japan).zip	unmatched ROM
sfc	Dark Kingdom (Japan).zip	unmatched ROM
sfc	Doraemon 4 - Nobita to Tsuki no Oukoku (Japan).zip	unmatched ROM
sfc	Energy Breaker (Japan).zip	unmatched ROM
sfc	F-1 Grand Prix (Japan).zip	unmatched ROM
sfc	F-1 Grand Prix - Part III (Japan).zip	unmatched ROM
sfc	Final Fight 2 (USA).zip	unmatched ROM
sfc	Finalset (Japan) (En).zip	unmatched ROM
sfc	Front Mission - Gun Hazard (Japan) (VC).zip	unmatched ROM
sfc	Front Mission Series - Gun Hazard (Japan).zip	unmatched ROM
sfc	Fushigi no Dungeon.zip	unmatched ROM
sfc	Galaxy Wars (Japan) (En).zip	unmatched ROM
sfc	Ganbare Goemon 2 - Kiteretsu Shougun Magginesu (Japan) (VC).zip	unmatched ROM
sfc	Ganbare Goemon 3 - Shishi Juurokubee no Karakuri Manjigatame (Japan).zip	unmatched ROM
sfc	Ganbare Goemon Kirakira Douchuu - Boku ga Dancer ni Natta Wake (Japan).zip	unmatched ROM
sfc	Gegege no Kitarou - Youkai Donjara (Japan).zip	unmatched ROM
sfc	Gekisou Sentai Carranger - Zenkai! Racer Senshi (Japan).zip	unmatched ROM
sfc	Ghost Chaser Densei (Japan).zip	unmatched ROM
sfc	Great Battle Gaiden 2, The - Matsuri da Wasshoi (Japan).zip	unmatched ROM
sfc	Great Battle IV, The (Japan).zip	unmatched ROM
sfc	Great Battle V, The (Japan).zip	unmatched ROM
sfc	Heiwa Pachinko World 3 (Japan).zip	unmatched ROM
sfc	Illusion of Gaia (USA).zip	unmatched ROM
sfc	Kamen Rider (Japan).zip	unmatched ROM
sfc	Karura Ou (Japan).zip	unmatched ROM
sfc	Magical Drop 2 (Japan).zip	unmatched ROM
sfc	Magical Drop 2 - Bunka Housou Special Version (Japan).zip	unmatched ROM
sfc	Mazinger Z (Japan).zip	unmatched ROM
sfc	Metal Max 2 (Japan).zip	unmatched ROM
sfc	Mickey to Donald - Magical Adventure 3 (Japan).zip	unmatched ROM
sfc	Monopoly Game 2, The (Japan).zip	unmatched ROM
sfc	Nintama Rantarou (Japan).zip	unmatched ROM
sfc	Poi Poi Ninja World (Japan).zip	unmatched ROM
sfc	Popeye - Ijiwaru Majo Sea Hag no Maki (Japan).zip	unmatched ROM
sfc	Rendering Ranger R2 (Japan) (En).zip	unmatched ROM
sfc	Rival Turf.zip	unmatched ROM
sfc	Rockman & Forte (Japan).zip	unmatched ROM
sfc	Rushing Beat Ran - Fukusei Toshi (Japan).zip	unmatched ROM
sfc	SD Gundam G Next (Japan).zip	unmatched ROM
sfc	SD Gundam G Next - Data Pack 2 (Japan).zip	unmatched ROM
sfc	SD Gundam Generation - Axis Senki (Japan).zip	unmatched ROM
sfc	SD Gundam Generation - Colony Kakutouki (Japan).zip	unmatched ROM
sfc	SD Gundam Generation - Gryps Senki (Japan).zip	unmatched ROM
sfc	SD Gundam Generation - Ichinen Sensouki (Japan).zip	unmatched ROM
sfc	SD Gundam Generation - Zanscare Senki (Japan).zip	unmatched ROM
sfc	SD Ultra Battle - Ultraman Densetsu (Japan).zip	unmatched ROM
sfc	Same Game + Tengai Makyou Zero Jikei (Japan).zip	unmatched ROM
sfc	Same Game + Tengai Makyou Zero Jikei - Data Pack (Japan).zip	unmatched ROM
sfc	Slam Dunk.zip	unmatched ROM
sfc	Snoopy Concert (Japan).zip	unmatched ROM
sfc	Sonic Blast Man II Special Turbo (Japan) (Arcade Bootleg).zip	unmatched ROM
sfc	Soul Blazer (USA).zip	unmatched ROM
sfc	Super Bomberman - Panic Bomber World (Japan).zip	unmatched ROM
sfc	Super Bomberman 2 - Caravan You Taikenban (Japan).zip	unmatched ROM
sfc	Super Bomberman 5 - Caravan Event Ban (Japan).zip	unmatched ROM
sfc	Super Bombliss (Japan) (En).zip	unmatched ROM
sfc	Super Boss Gaiden (World) (v1.2).zip	unmatched ROM
sfc	Super Famicom Box 4S Attraction (Japan).zip	unmatched ROM
sfc	Super Famista 5 (Japan).zip	unmatched ROM
sfc	Super Fire Pro Wrestling III - Final Bout (Japan).zip	unmatched ROM
sfc	Super Fire Pro Wrestling X Premium.zip	unmatched ROM
sfc	Super Genjin 2 (Japan).zip	unmatched ROM
sfc	Super Metroid (Japan) (En,Ja) (Virtual Console, Switch Online).zip	unmatched ROM
sfc	Super Robot Taisen EX (Japan).zip	unmatched ROM
sfc	Tsuri Tarou (Japan).zip	unmatched ROM
sfc	Undercover Cops (Japan).zip	unmatched ROM
